PropertyID;Address;Country;CityInput;City_extracted;Street_extracted;PostalCode;Phone;Status;UpdatedDate;MissingStreet;PostalCode_OK;Phone_OK;City_Match;AnyError;ErrorCount;YearMonth;SourceSystem;IsError;IsMissingStreet;ErrorType
PROP00139;Young Isle 76, Naples;Italy;Naples;Naples;Young Isle 76;42405;-834932648;Inactive;23.10.2023;OK;OK;OK;MATCH;OK;0;2023-10;ServiceNow;0;0;OK
PROP00140;Brazil, Salvador;Brazil;Salvador;Salvador;Salvador;50706;-482256992;Active;15.09.2024;OK;OK;OK;MATCH;OK;0;2024-09;SAP;0;0;OK
PROP00141;Jasmine Circles 123, Brazil, Rio de Janeiro;Brazil;Rio de Janeiro;Rio de Janeiro;Jasmine Circles 123;54878;-934525008;Inactive;21.11.2023;OK;OK;OK;MATCH;OK;0;2023-11;MDG;0;0;OK
PROP00142;AustraliaMelbourneRivera Mountain270;Australia;Melbourne;Melbourne;AustraliaMelbourneRivera Mountain270;54997;-645793970;Inactive;15.06.2024;OK;OK;OK;MATCH;OK;0;2024-06;SAP;0;0;OK
PROP00143;Jamie Manor 135, UK, Liverpool;UK;Liverpool;Liverpool;Jamie Manor 135;51550;-108169550;Active;13.01.2024;OK;OK;OK;MATCH;OK;0;2024-01;Salesforce;0;0;OK
PROP00144;USANew York, USA;USA;New York;New York;USA;75957;-200858132;Active;27.03.2023;OK;OK;OK;MATCH;OK;0;2023-03;Salesforce;0;0;OK
PROP00145;Woods Knoll 289, Manchester;UK;Manchester;Manchester;Woods Knoll 289;39640;-332793454;Active;05.10.2025;OK;OK;OK;MATCH;OK;0;2025-10;SAP;0;0;OK
PROP00146;Brazil, Fortaleza, Castaneda Village 261;Brazil;Fortaleza;Fortaleza;Castaneda Village 261;55422;-587754627;Inactive;12.07.2024;OK;OK;OK;MATCH;OK;0;2024-07;MDG;0;0;OK
PROP00147;Tracy Groves 81, Australia, Sydney;Australia;Sydney;Sydney;Tracy Groves 81;57626;-502213712;Active;02.05.2024;OK;OK;OK;MATCH;OK;0;2024-05;Salesforce;0;0;OK
PROP00148;JapanTokyoJohnson Junction110;Japan;Tokyo;Tokyo;JapanTokyoJohnson Junction110;88171;-581304024;Inactive;29.10.2025;OK;OK;OK;MATCH;OK;0;2025-10;Salesforce;0;0;OK
PROP00149;Ramsey Ville 254, Manchester;UK;Manchester;Manchester;Ramsey Ville 254;61762;-163122160;Inactive;19.09.2023;OK;OK;OK;MATCH;OK;0;2023-09;SAP;0;0;OK
PROP00150;FranceBordeaux, France;France;Bordeaux;Bordeaux;France;4035;-707354504;Active;24.03.2024;OK;OK;OK;MATCH;OK;0;2024-03;SAP;0;0;OK
PROP00151;UKLondon, UK;UK;London;London;UK;4053;-108286638;Inactive;23.10.2023;OK;OK;OK;MATCH;OK;0;2023-10;ServiceNow;0;0;OK
PROP00152;AustraliaAdelaide, Australia;Australia;Adelaide;Adelaide;Australia;61016;-374333629;Inactive;08.05.2025;OK;OK;OK;MATCH;OK;0;2025-05;Salesforce;0;0;OK
PROP00153;Brent Light290, Sapporo, Japan;Japan;Sapporo;Sapporo;Brent Light290;43407;-754763100;Active;29.03.2024;OK;OK;OK;MATCH;OK;0;2024-03;Planon;0;0;OK
PROP00154;Canada, Montreal;Canada;Montreal;Montreal;Montreal;50193;-440407221;Active;29.03.2025;OK;OK;OK;MATCH;OK;0;2025-03;Planon;0;0;OK
PROP00155;Vancouver, Walton Village 45, Canada;Canada;Vancouver;Vancouver;Walton Village 45;55756;-827536530;Inactive;13.05.2023;OK;OK;OK;MATCH;OK;0;2023-05;Salesforce;0;0;OK
PROP00156;Conley Mountains 230, Canada, Vancouver;Canada;Vancouver;Vancouver;Conley Mountains 230;3041;-884502030;Active;27.02.2024;OK;OK;OK;MATCH;OK;0;2024-02;MDG;0;0;OK
PROP00157;GermanyFrankfurtZoe Keys48;Germany;Frankfurt;Frankfurt;GermanyFrankfurtZoe Keys48;29890;-300275156;Inactive;09.08.2023;OK;OK;OK;MATCH;OK;0;2023-08;ServiceNow;0;0;OK
PROP00158;GermanyMunichKimberly Run59;Germany;Munich;Munich;GermanyMunichKimberly Run59;5777;-757468833;Active;18.01.2024;OK;OK;OK;MATCH;OK;0;2024-01;Planon;0;0;OK
PROP00159;Stefanie Flats 67, Paris;France;Paris;Paris;Stefanie Flats 67;3172;-574095803;Inactive;25.05.2024;OK;OK;OK;MATCH;OK;0;2024-05;Planon;0;0;OK
PROP00160;USA, Phoenix;USA;Phoenix;Phoenix;Phoenix;88248;-151093703;Active;01.05.2024;OK;OK;OK;MATCH;OK;0;2024-05;SAP;0;0;OK
PROP00161;JapanTokyo;Japan;Tokyo;Tokyo;;61453;-298206855;Active;02.09.2023;MISSING;OK;OK;MATCH;ERROR;1;2023-09;Planon;1;1;MissingStreet
PROP00162;Wang Expressway 245, Manchester;UK;Manchester;Manchester;Wang Expressway 245;79916;-113005230;Inactive;24.11.2023;OK;OK;OK;MATCH;OK;0;2023-11;SAP;0;0;OK
PROP00163;Valencia, Kimberly Estates 253, Spain;Spain;Valencia;Valencia;Kimberly Estates 253;41269;-707427859;Inactive;22.10.2024;OK;OK;OK;MATCH;OK;0;2024-10;Salesforce;0;0;OK
PROP00164;Japan, Osaka;Japan;Osaka;Osaka;Osaka;75971;-967616910;Active;08.01.2024;OK;OK;OK;MATCH;OK;0;2024-01;Planon;0;0;OK
PROP00165;Sanders Stravenue 68, Milan;Italy;Milan;Milan;Sanders Stravenue 68;26496;-194615219;Active;09.06.2025;OK;OK;OK;MATCH;OK;0;2025-06;Salesforce;0;0;OK
PROP00166;CanadaVancouver;Canada;Vancouver;Vancouver;;82714;-180045659;Active;26.12.2023;MISSING;OK;OK;MATCH;ERROR;1;2023-12;MDG;1;1;MissingStreet
PROP00167;ItalyMilan;Italy;Milan;Milan;;40030;-885665547;Inactive;17.07.2023;MISSING;OK;OK;MATCH;ERROR;1;2023-07;Planon;1;1;MissingStreet
PROP00168;BerlinLaura Port45, Germany;Germany;Berlin;Berlin;BerlinLaura Port45;5884;-199128301;Inactive;14.06.2025;OK;OK;OK;MATCH;OK;0;2025-06;Planon;0;0;OK
PROP00169;Canada, Calgary, Patel Shore 168;Canada;Calgary;Calgary;Patel Shore 168;49072;-969287052;Active;29.07.2024;OK;OK;OK;MATCH;OK;0;2024-07;ServiceNow;0;0;OK
PROP00170;Australia, Adelaide, William Junctions 150;Australia;Adelaide;Adelaide;William Junctions 150;2159;-643719751;Inactive;23.03.2025;OK;OK;OK;MATCH;OK;0;2025-03;SAP;0;0;OK
PROP00171;Short Coves178, Birmingham, UK;UK;Birmingham;Birmingham;Short Coves178;57323;-345382502;Active;13.07.2023;OK;OK;OK;MATCH;OK;0;2023-07;SAP;0;0;OK
PROP00172;Canada, Montreal;Canada;Montreal;Montreal;Montreal;60759;-820520238;Inactive;15.05.2025;OK;OK;OK;MATCH;OK;0;2025-05;Salesforce;0;0;OK
PROP00173;UK, Liverpool;UK;Liverpool;Liverpool;Liverpool;68887;-644502401;Active;24.01.2025;OK;OK;OK;MATCH;OK;0;2025-01;SAP;0;0;OK
PROP00174;Australia, Perth, Gilbert Plain 107;Australia;Perth;Perth;Gilbert Plain 107;63873;-936361639;Inactive;07.02.2024;OK;OK;OK;MATCH;OK;0;2024-02;Salesforce;0;0;OK
PROP00175;Cologne, Graham Street 185, Germany;Germany;Cologne;Cologne;Graham Street 185;78157;-450424359;Inactive;04.07.2024;OK;OK;OK;MATCH;OK;0;2024-07;Salesforce;0;0;OK
PROP00176;USALos Angeles;USA;Los Angeles;Los Angeles;;11860;-167302314;Active;05.08.2023;MISSING;OK;OK;MATCH;ERROR;1;2023-08;Salesforce;1;1;MissingStreet
PROP00177;Germany, Munich;Germany;Munich;Munich;Munich;98867;-610541865;Inactive;05.10.2023;OK;OK;OK;MATCH;OK;0;2023-10;MDG;0;0;OK
PROP00178;GermanyHamburg;Germany;Hamburg;Hamburg;;50175;-831939429;Inactive;20.06.2023;MISSING;OK;OK;MATCH;ERROR;1;2023-06;Planon;1;1;MissingStreet
PROP00179;France, Bordeaux, Johnson Vista 118;France;Bordeaux;Bordeaux;Johnson Vista 118;43101;-728970599;Active;10.12.2022;OK;OK;OK;MATCH;OK;0;2022-12;Planon;0;0;OK
PROP00180;JapanKyoto, Japan;Japan;Kyoto;Kyoto;Japan;34363;-263433437;Inactive;15.08.2024;OK;OK;OK;MATCH;OK;0;2024-08;Planon;0;0;OK
PROP00181;SpainMadridRamirez Ranch192;Spain;Madrid;Madrid;SpainMadridRamirez Ranch192;92406;-241015614;Inactive;20.12.2022;OK;OK;OK;MATCH;OK;0;2022-12;Planon;0;0;OK
PROP00182;Japan, Osaka;Japan;Osaka;Osaka;Osaka;25543;-196850321;Active;29.09.2024;OK;OK;OK;MATCH;OK;0;2024-09;SAP;0;0;OK
PROP00183;John Lodge 110, Vancouver;Canada;Vancouver;Vancouver;John Lodge 110;64539;-589979799;Inactive;19.09.2025;OK;OK;OK;MATCH;OK;0;2025-09;ServiceNow;0;0;OK
PROP00184;Hannah Rue110, Birmingham, UK;UK;Birmingham;Birmingham;Hannah Rue110;93803;-365822214;Inactive;17.12.2024;OK;OK;OK;MATCH;OK;0;2024-12;SAP;0;0;OK
PROP00185;SpainBarcelona, Spain;Spain;Barcelona;Barcelona;Spain;12697;-430667435;Inactive;17.08.2025;OK;OK;OK;MATCH;OK;0;2025-08;Planon;0;0;OK
PROP00186;Canada, Montreal, Walker Square 151;Canada;Montreal;Montreal;Walker Square 151;32391;-343085753;Active;19.06.2025;OK;OK;OK;MATCH;OK;0;2025-06;MDG;0;0;OK
PROP00187;USA, Phoenix;USA;Phoenix;Phoenix;Phoenix;62532;-831664945;Active;20.08.2024;OK;OK;OK;MATCH;OK;0;2024-08;SAP;0;0;OK
PROP00188;CanadaMontrealColeman Summit191;Canada;Montreal;Montreal;CanadaMontrealColeman Summit191;72641;-952931279;Inactive;12.07.2024;OK;OK;OK;MATCH;OK;0;2024-07;SAP;0;0;OK
PROP00189;Bell Motorway300, Fortaleza, Brazil;Brazil;Fortaleza;Fortaleza;Bell Motorway300;36010;-768033554;Inactive;25.09.2023;OK;OK;OK;MATCH;OK;0;2023-09;MDG;0;0;OK
PROP00190;SpainMadrid;Spain;Madrid;Madrid;;95041;-983917711;Inactive;19.09.2025;MISSING;OK;OK;MATCH;ERROR;1;2025-09;Planon;1;1;MissingStreet
PROP00191;Leslie Summit 92, Germany, Frankfurt;Germany;Frankfurt;Frankfurt;Leslie Summit 92;70737;-307546739;Inactive;11.09.2025;OK;OK;OK;MATCH;OK;0;2025-09;Planon;0;0;OK
PROP00192;James Streets 111, USA, Chicago;USA;Chicago;Chicago;James Streets 111;63965;-333534493;Active;04.05.2025;OK;OK;OK;MATCH;OK;0;2025-05;Planon;0;0;OK
PROP00193;Liverpool, Hardy Trace 182, UK;UK;Liverpool;Liverpool;Hardy Trace 182;69266;-508590987;Inactive;13.11.2024;OK;OK;OK;MATCH;OK;0;2024-11;Planon;0;0;OK
PROP00194;USAChicago;USA;Chicago;Chicago;;25944;-315980488;Inactive;29.04.2024;MISSING;OK;OK;MATCH;ERROR;1;2024-04;MDG;1;1;MissingStreet
PROP00195;Perez Fall 169, Sapporo;Japan;Sapporo;Sapporo;Perez Fall 169;40119;-402449734;Inactive;12.04.2023;OK;OK;OK;MATCH;OK;0;2023-04;MDG;0;0;OK
PROP00196;GermanyHamburg, Germany;Germany;Hamburg;Hamburg;Germany;36455;-770111107;Active;29.06.2024;OK;OK;OK;MATCH;OK;0;2024-06;MDG;0;0;OK
PROP00197;MadridTerri Plaza90, Spain;Spain;Madrid;Madrid;MadridTerri Plaza90;38791;-742367068;Inactive;04.03.2025;OK;OK;OK;MATCH;OK;0;2025-03;SAP;0;0;OK
PROP00198;Dana Terrace 273, Brazil, São Paulo;Brazil;São Paulo;São Paulo;Dana Terrace 273;64841;-155696429;Active;24.03.2023;OK;OK;OK;MATCH;OK;0;2023-03;ServiceNow;0;0;OK
PROP00199;Germany, Frankfurt, Monique Ports 111;Germany;Frankfurt;Frankfurt;Monique Ports 111;37769;-923090992;Inactive;29.11.2023;OK;OK;OK;MATCH;OK;0;2023-11;MDG;0;0;OK
PROP00200;Mendoza Junctions 69, Brazil, Brasília;Brazil;Brasília;Brasília;Mendoza Junctions 69;24665;-194222246;Inactive;12.09.2025;OK;OK;OK;MATCH;OK;0;2025-09;MDG;0;0;OK
PROP00201;Johnny Wall 185, Bilbao;Spain;Bilbao;Bilbao;Johnny Wall 185;63117;-951657615;Active;22.10.2023;OK;OK;OK;MATCH;OK;0;2023-10;Planon;0;0;OK
PROP00202;Fortaleza, Lynn Locks 218, Brazil;Brazil;Fortaleza;Fortaleza;Lynn Locks 218;64955;-684573617;Active;04.05.2024;OK;OK;OK;MATCH;OK;0;2024-05;SAP;0;0;OK
PROP00203;Brazil, Salvador;Brazil;Salvador;Salvador;Salvador;7527;-956453444;Inactive;27.07.2024;OK;OK;OK;MATCH;OK;0;2024-07;SAP;0;0;OK
PROP00204;Edward Port216, Tokyo, Japan;Japan;Tokyo;Tokyo;Edward Port216;40325;-521067920;Active;03.11.2023;OK;OK;OK;MATCH;OK;0;2023-11;SAP;0;0;OK
PROP00205;AustraliaSydney;Australia;Sydney;Sydney;;73648;-951009962;Inactive;29.11.2022;MISSING;OK;OK;MATCH;ERROR;1;2022-11;MDG;1;1;MissingStreet
PROP00206;Obrien Turnpike 263, Fortaleza;Brazil;Fortaleza;Fortaleza;Obrien Turnpike 263;81558;-859357207;Active;19.03.2025;OK;OK;OK;MATCH;OK;0;2025-03;SAP;0;0;OK
PROP00207;FlorenceKimberly Light13, Italy;Italy;Florence;Florence;FlorenceKimberly Light13;59550;-477559018;Active;17.06.2023;OK;OK;OK;MATCH;OK;0;2023-06;ServiceNow;0;0;OK
PROP00208;Evans Radial 7, USA, Phoenix;USA;Phoenix;Phoenix;Evans Radial 7;56708;-200467345;Active;04.05.2023;OK;OK;OK;MATCH;OK;0;2023-05;Planon;0;0;OK
PROP00209;Germany, Frankfurt;Germany;Frankfurt;Frankfurt;Frankfurt;80406;-912953758;Active;19.07.2025;OK;OK;OK;MATCH;OK;0;2025-07;Planon;0;0;OK
PROP00210;SpainValencia, Spain;Spain;Valencia;Valencia;Spain;82488;-108268166;Inactive;08.01.2025;OK;OK;OK;MATCH;OK;0;2025-01;SAP;0;0;OK
PROP00211;Joseph Common 145, Canada, Vancouver;Canada;Vancouver;Vancouver;Joseph Common 145;21086;-510863737;Inactive;02.11.2023;OK;OK;OK;MATCH;OK;0;2023-11;SAP;0;0;OK
PROP00212;MontrealGlenn Club126, Canada;Canada;Montreal;Montreal;MontrealGlenn Club126;21018;-561507520;Active;04.04.2025;OK;OK;OK;MATCH;OK;0;2025-04;SAP;0;0;OK
PROP00213;JapanTokyo;Japan;Tokyo;Tokyo;;78333;-527996548;Inactive;06.06.2023;MISSING;OK;OK;MATCH;ERROR;1;2023-06;Planon;1;1;MissingStreet
PROP00214;Australia, Perth, Carter Fort 199;Australia;Perth;Perth;Carter Fort 199;38263;-505094476;Inactive;03.03.2025;OK;OK;OK;MATCH;OK;0;2025-03;Salesforce;0;0;OK
PROP00215;Brisbane, Warner Motorway 276, Australia;Australia;Brisbane;Brisbane;Warner Motorway 276;9830;-264927968;Active;14.06.2023;OK;OK;OK;MATCH;OK;0;2023-06;MDG;0;0;OK
PROP00216;ParisSandra Turnpike160, France;France;Paris;Paris;ParisSandra Turnpike160;82428;-620930150;Inactive;27.05.2024;OK;OK;OK;MATCH;OK;0;2024-05;Salesforce;0;0;OK
PROP00217;Ronald Plains220, Paris, France;France;Paris;Paris;Ronald Plains220;29967;-939490100;Inactive;16.12.2023;OK;OK;OK;MATCH;OK;0;2023-12;MDG;0;0;OK
PROP00218;GermanyHamburg;Germany;Hamburg;Hamburg;;19144;-344009465;Inactive;04.10.2023;MISSING;OK;OK;MATCH;ERROR;1;2023-10;MDG;1;1;MissingStreet
PROP00219;Brian Turnpike 92, Madrid;Spain;Madrid;Madrid;Brian Turnpike 92;40820;-583535689;Inactive;16.03.2023;OK;OK;OK;MATCH;OK;0;2023-03;SAP;0;0;OK
PROP00220;PhoenixGonzales Mountain163, USA;USA;Phoenix;Phoenix;PhoenixGonzales Mountain163;90767;-683819189;Active;21.09.2025;OK;OK;OK;MATCH;OK;0;2025-09;ServiceNow;0;0;OK
PROP00221;BirminghamLyons Groves42, UK;UK;Birmingham;Birmingham;BirminghamLyons Groves42;66098;-219269980;Inactive;29.06.2025;OK;OK;OK;MATCH;OK;0;2025-06;ServiceNow;0;0;OK
PROP00222;FranceParis, France;France;Paris;Paris;France;5725;-164777004;Inactive;21.08.2025;OK;OK;OK;MATCH;OK;0;2025-08;Salesforce;0;0;OK
PROP00223;ItalyTurin;Italy;Turin;Turin;;33317;-302878364;Active;29.12.2023;MISSING;OK;OK;MATCH;ERROR;1;2023-12;Salesforce;1;1;MissingStreet
PROP00224;BrazilSão Paulo;Brazil;São Paulo;São Paulo;;75893;-610414593;Inactive;21.06.2025;MISSING;OK;OK;MATCH;ERROR;1;2025-06;ServiceNow;1;1;MissingStreet
PROP00225;FranceLyon;France;Lyon;Lyon;;35826;-961237548;Active;28.02.2025;MISSING;OK;OK;MATCH;ERROR;1;2025-02;Salesforce;1;1;MissingStreet
PROP00226;CanadaMontrealKathryn Extensions12;Canada;Montreal;Montreal;CanadaMontrealKathryn Extensions12;62170;-839688240;Inactive;12.09.2024;OK;OK;OK;MATCH;OK;0;2024-09;MDG;0;0;OK
PROP00227;BrisbaneMoon Falls294, Australia;Australia;Brisbane;Brisbane;BrisbaneMoon Falls294;77221;-787476976;Inactive;28.11.2022;OK;OK;OK;MATCH;OK;0;2022-11;ServiceNow;0;0;OK
PROP00228;UKLondon;UK;London;London;;12460;-429732679;Active;22.01.2025;MISSING;OK;OK;MATCH;ERROR;1;2025-01;SAP;1;1;MissingStreet
PROP00229;Bailey Isle 8, Germany, Berlin;Germany;Berlin;Berlin;Bailey Isle 8;42582;-221482458;Active;22.01.2025;OK;OK;OK;MATCH;OK;0;2025-01;MDG;0;0;OK
PROP00230;UKLiverpoolMia Isle235;UK;Liverpool;Liverpool;UKLiverpoolMia Isle235;54456;-246784217;Active;07.08.2024;OK;OK;OK;MATCH;OK;0;2024-08;Planon;0;0;OK
PROP00231;UKLondon;UK;London;London;;72603;-912697686;Inactive;03.05.2024;MISSING;OK;OK;MATCH;ERROR;1;2024-05;Salesforce;1;1;MissingStreet
PROP00232;AustraliaPerth;Australia;Perth;Perth;;33583;-531967181;Inactive;04.11.2023;MISSING;OK;OK;MATCH;ERROR;1;2023-11;Planon;1;1;MissingStreet
PROP00233;UKLeeds;UK;Leeds;Leeds;;53477;-628777964;Inactive;17.11.2023;MISSING;OK;OK;MATCH;ERROR;1;2023-11;Salesforce;1;1;MissingStreet
PROP00234;GermanyMunich;Germany;Munich;Munich;;61053;-319537480;Active;18.03.2025;MISSING;OK;OK;MATCH;ERROR;1;2025-03;MDG;1;1;MissingStreet
PROP00235;Fortaleza, Brown Path 237, Brazil;Brazil;Fortaleza;Fortaleza;Brown Path 237;47920;-897609020;Inactive;11.09.2025;OK;OK;OK;MATCH;OK;0;2025-09;Planon;0;0;OK
PROP00236;AustraliaPerth, Australia;Australia;Perth;Perth;Australia;7265;-999684964;Inactive;24.11.2023;OK;OK;OK;MATCH;OK;0;2023-11;Planon;0;0;OK
PROP00237;Joseph Curve 49, Hamburg;Germany;Hamburg;Hamburg;Joseph Curve 49;38253;-293593323;Active;15.11.2025;OK;OK;OK;MATCH;OK;0;2025-11;SAP;0;0;OK
PROP00238;Gilmore Oval 266, Paris;France;Paris;Paris;Gilmore Oval 266;16416;-120684505;Inactive;05.09.2025;OK;OK;OK;MATCH;OK;0;2025-09;SAP;0;0;OK
PROP00239;NaplesTeresa Rest232, Italy;Italy;Naples;Naples;NaplesTeresa Rest232;31866;-365965075;Inactive;18.04.2025;OK;OK;OK;MATCH;OK;0;2025-04;Planon;0;0;OK
PROP00240;JapanTokyoLance Bridge101;Japan;Tokyo;Tokyo;JapanTokyoLance Bridge101;72885;-772050521;Inactive;27.08.2025;OK;OK;OK;MATCH;OK;0;2025-08;SAP;0;0;OK
PROP00241;Canada, Vancouver, Davis Ville 185;Canada;Vancouver;Vancouver;Davis Ville 185;15372;-578503726;Active;17.09.2025;OK;OK;OK;MATCH;OK;0;2025-09;ServiceNow;0;0;OK
PROP00242;Valentine Rue159, Melbourne, Australia;Australia;Melbourne;Melbourne;Valentine Rue159;20682;-879423297;Inactive;23.01.2023;OK;OK;OK;MATCH;OK;0;2023-01;Planon;0;0;OK
PROP00243;France, Paris;France;Paris;Paris;Paris;67199;-624114944;Inactive;24.04.2025;OK;OK;OK;MATCH;OK;0;2025-04;MDG;0;0;OK
PROP00244;ParisPerry Orchard298, France;France;Paris;Paris;ParisPerry Orchard298;62395;-590697212;Inactive;25.01.2025;OK;OK;OK;MATCH;OK;0;2025-01;Salesforce;0;0;OK
PROP00245;Stephen Drive 57, France, Marseille;France;Marseille;Marseille;Stephen Drive 57;50778;-478015303;Active;07.07.2023;OK;OK;OK;MATCH;OK;0;2023-07;MDG;0;0;OK
PROP00246;AustraliaBrisbane;Australia;Brisbane;Brisbane;;98319;-876834636;Inactive;23.11.2025;MISSING;OK;OK;MATCH;ERROR;1;2025-11;SAP;1;1;MissingStreet
PROP00247;UK, Manchester;UK;Manchester;Manchester;Manchester;54888;-958092378;Active;03.07.2025;OK;OK;OK;MATCH;OK;0;2025-07;Salesforce;0;0;OK
PROP00248;Villa Parkways110, Bordeaux, France;France;Bordeaux;Bordeaux;Villa Parkways110;35519;-238442063;Inactive;20.05.2023;OK;OK;OK;MATCH;OK;0;2023-05;Salesforce;0;0;OK
PROP00249;AustraliaBrisbane;Australia;Brisbane;Brisbane;;77432;-367900918;Inactive;19.10.2023;MISSING;OK;OK;MATCH;ERROR;1;2023-10;MDG;1;1;MissingStreet
PROP00250;Grimes Mission 228, Japan, Osaka;Japan;Osaka;Osaka;Grimes Mission 228;71093;-180441778;Inactive;12.08.2023;OK;OK;OK;MATCH;OK;0;2023-08;ServiceNow;0;0;OK
PROP00251;Reed Plaza 157, USA, Houston;USA;Houston;Houston;Reed Plaza 157;71729;-299578453;Active;26.01.2023;OK;OK;OK;MATCH;OK;0;2023-01;ServiceNow;0;0;OK
PROP00252;Italy, Naples, Gibson Islands 48;Italy;Naples;Naples;Gibson Islands 48;25228;-524433551;Active;11.12.2022;OK;OK;OK;MATCH;OK;0;2022-12;Planon;0;0;OK
PROP00253;AustraliaAdelaide;Australia;Adelaide;Adelaide;;54342;-762275981;Active;01.11.2024;MISSING;OK;OK;MATCH;ERROR;1;2024-11;Salesforce;1;1;MissingStreet
PROP00254;Louis Mountains 287, Bilbao;Spain;Bilbao;Bilbao;Louis Mountains 287;92936;-859746655;Active;18.09.2025;OK;OK;OK;MATCH;OK;0;2025-09;SAP;0;0;OK
PROP00255;Hughes Shore 118, Japan, Nagoya;Japan;Nagoya;Nagoya;Hughes Shore 118;85962;-721726272;Active;25.03.2024;OK;OK;OK;MATCH;OK;0;2024-03;MDG;0;0;OK
PROP00256;Tyler Camp 66, Japan, Kyoto;Japan;Kyoto;Kyoto;Tyler Camp 66;17048;-303625438;Active;17.05.2024;OK;OK;OK;MATCH;OK;0;2024-05;ServiceNow;0;0;OK
PROP00257;Kane Well294, Seville, Spain;Spain;Seville;Seville;Kane Well294;58212;-768866464;Active;13.12.2023;OK;OK;OK;MATCH;OK;0;2023-12;Planon;0;0;OK
PROP00258;Canada, Montreal;Canada;Montreal;Montreal;Montreal;2512;-896798042;Inactive;17.08.2025;OK;OK;OK;MATCH;OK;0;2025-08;MDG;0;0;OK
PROP00259;Hamburg, Robert Shoal 173, Germany;Germany;Hamburg;Hamburg;Robert Shoal 173;20733;-926118252;Inactive;11.05.2023;OK;OK;OK;MATCH;OK;0;2023-05;MDG;0;0;OK
PROP00260;LyonTerrance Greens77, France;France;Lyon;Lyon;LyonTerrance Greens77;44876;-674319624;Inactive;24.07.2024;OK;OK;OK;MATCH;OK;0;2024-07;SAP;0;0;OK
PROP00261;ItalyMilan;Italy;Milan;Milan;;43566;-424131575;Inactive;22.05.2023;MISSING;OK;OK;MATCH;ERROR;1;2023-05;MDG;1;1;MissingStreet
PROP00262;Finley Road136, Salvador, Brazil;Brazil;Salvador;Salvador;Finley Road136;94704;-553723837;Active;13.07.2024;OK;OK;OK;MATCH;OK;0;2024-07;Planon;0;0;OK
PROP00263;BrasíliaBrennan Camp37, Brazil;Brazil;Brasília;Brasília;BrasíliaBrennan Camp37;81432;-246932733;Inactive;26.06.2023;OK;OK;OK;MATCH;OK;0;2023-06;ServiceNow;0;0;OK
PROP00264;Frankfurt, Jimmy Spur 173, Germany;Germany;Frankfurt;Frankfurt;Jimmy Spur 173;38168;-535199116;Inactive;29.03.2025;OK;OK;OK;MATCH;OK;0;2025-03;ServiceNow;0;0;OK
PROP00265;CanadaMontreal;Canada;Montreal;Montreal;;13404;-374893114;Inactive;09.01.2024;MISSING;OK;OK;MATCH;ERROR;1;2024-01;MDG;1;1;MissingStreet
PROP00266;UKManchester;UK;Manchester;Manchester;;39752;-374505635;Active;19.06.2023;MISSING;OK;OK;MATCH;ERROR;1;2023-06;SAP;1;1;MissingStreet
PROP00267;UKLeedsBrandon Underpass29;UK;Leeds;Leeds;UKLeedsBrandon Underpass29;7856;-116541454;Active;23.12.2022;OK;OK;OK;MATCH;OK;0;2022-12;Salesforce;0;0;OK
PROP00268;SapporoHoward Meadows30, Japan;Japan;Sapporo;Sapporo;SapporoHoward Meadows30;19581;-157477480;Inactive;17.09.2025;OK;OK;OK;MATCH;OK;0;2025-09;SAP;0;0;OK
PROP00269;Amanda Port 2, Calgary;Canada;Calgary;Calgary;Amanda Port 2;89865;-274569549;Inactive;08.11.2024;OK;OK;OK;MATCH;OK;0;2024-11;Planon;0;0;OK
PROP00270;George Common 184, Naples;Italy;Naples;Naples;George Common 184;80388;-187421817;Inactive;15.09.2024;OK;OK;OK;MATCH;OK;0;2024-09;MDG;0;0;OK
PROP00271;JapanNagoya;Japan;Nagoya;Nagoya;;65731;-885959971;Inactive;22.02.2023;MISSING;OK;OK;MATCH;ERROR;1;2023-02;SAP;1;1;MissingStreet
PROP00272;Jesse Route 278, USA, Phoenix;USA;Phoenix;Phoenix;Jesse Route 278;33790;-457366444;Active;24.02.2024;OK;OK;OK;MATCH;OK;0;2024-02;MDG;0;0;OK
PROP00273;CanadaVancouver;Canada;Vancouver;Vancouver;;61482;-904892487;Inactive;12.06.2023;MISSING;OK;OK;MATCH;ERROR;1;2023-06;MDG;1;1;MissingStreet
PROP00274;USAHouston;USA;Houston;Houston;;10182;-232848442;Active;19.04.2025;MISSING;OK;OK;MATCH;ERROR;1;2025-04;Salesforce;1;1;MissingStreet
PROP00275;Germany, Cologne;Germany;Cologne;Cologne;Cologne;39711;-993398065;Inactive;13.12.2022;OK;OK;OK;MATCH;OK;0;2022-12;Planon;0;0;OK
PROP00276;GermanyFrankfurt, Germany;Germany;Frankfurt;Frankfurt;Germany;40100;-720786269;Inactive;15.01.2024;OK;OK;OK;MATCH;OK;0;2024-01;Salesforce;0;0;OK
PROP00277;Calgary, Yvonne Walk 269, Canada;Canada;Calgary;Calgary;Yvonne Walk 269;63836;-172788447;Active;10.11.2024;OK;OK;OK;MATCH;OK;0;2024-11;MDG;0;0;OK
PROP00278;AustraliaAdelaide, Australia;Australia;Adelaide;Adelaide;Australia;47550;-569562481;Active;09.05.2023;OK;OK;OK;MATCH;OK;0;2023-05;SAP;0;0;OK
